Name,UserID,Date,Ratings,Comments
Sharon P.,10389079260,2023-09-20T12:17:26-07:00,5,"Day, one lets me manage my events, catalog, diary, food, log for my diabetes, it doesn’t have all that extra fluff I do not need. I’ve been depending on it I think for 10 years now."
Pwwroa,10388219600,2023-09-20T07:12:36-07:00,5,"Amazingly records life in many different media types, easy to make notes from other apps. The more I use it the more I love it and find myself addicted to it. So flexible, versatile and quick. Like the calendar feature and timeline."
Riccix,10382761797,2023-09-18T16:38:00-07:00,1,"Day One charged my account twice.  I tried the only support method, email and received zero reply.  Contesting through my bank as well now."
BEA_000,10382002449,2023-09-18T10:58:39-07:00,2,"Guess my review was removed ...
I was an early user of this software and they kept ""updating"" to new versions and pricing in a way that didn't allow for previous data to convert and increased the price level substantially. It's hopefully pretty solid today, but I lost months of information, which totally defeats the purpose of keeping a journal. They only seemed concerned about making money and not the numerous inconvenient updates and difficult to apply patches."
Saxophone man 1969,10375474026,2023-09-16T13:23:12-07:00,5,"5 stars for the app, but when will the full web app release?"
Martina_E,10374247971,2023-09-16T06:23:00-07:00,5,I love digital journals and this has elevated my journal game
diasapointedagain,10372089896,2023-09-15T15:00:39-07:00,1,This app does not deserve even one star. The idea is terrific but the execution is just awful. Lots of glitches which seem to get worse with each update. Probably time for new management and technologies.
Mdougl,10366732332,2023-09-14T02:28:22-07:00,5,It’s no longer working for me. I followed all the steps from support and still not working. Smh
txrpical,10366343748,2023-09-13T23:12:49-07:00,5,Been using this app for almost 3 years now. Best app ever ????
OGonne,10365779279,2023-09-13T18:25:24-07:00,5,"I use it to record important daily activities and facts. It helps me recall details about a conversation with family members as well as my doctors’ observations , etc… The list goes on."
WWSart,10365764739,2023-09-13T18:18:40-07:00,5,"Love everything about this app; well designed, responsive support, always works whether I am making an entry on my IMac, iPhone, iPad, or MacBook Pro. If you journal- get this app. This is the only journaling app worth having."
GSY,10359911125,2023-09-12T00:34:36-07:00,5,Ive always wanted to journal & never been able to keep it up til now. The endless integration of daily life tools in app we use everyday (pics from day & other iPhone links/tools) make this a breeze - motivate & helps to document. JUST AN AMAZING APP!!
MrsThankfulHunter,10358702846,2023-09-11T14:27:19-07:00,5,I am newly using this journey and I am really enjoying it. It’s so convenient to have it on me at all times to Make a note -  upload a video. Pics etc.
Rslrod,10357526719,2023-09-11T06:48:31-07:00,5,This allows me to document my day during my day. Great reference for seeing my progress living life on life’s terms
Va flowers,10355222662,2023-09-10T13:08:13-07:00,1,"I can no longer access my Day One account, even though my subscription end in May 2024. Why? I am using an iPhone 7+. Even though Apple is no longer supporting this phone, it really seems that a slightly older version would be available. Like the entry I made….oops, never mind. I can’t see the day I made that last entry, but it has been this year.

Let all who use this amazing, wonderful app to delineate your lives BEWARE. There was no warning that I would no longer be able to access my account. I think that I maybe could have downloaded my entries.

When will you become obsolete?"
Shad Berry,10348379115,2023-09-08T16:39:25-07:00,5,"Day One is wonderful. I love using the old school pen and paper however this app gives me a more enhanced journaling experience. With different templates and promote, I can easily write about the daily prompt and gives my brain time to process and eliminates writers block."
dglindsey23,11359417633,2024-06-08T17:10:33-07:00,3,"I will start off by saying this is the best journaling - even pure writing - app that I have found. I write on my iPad quite a bit and love to use slide-over and split-screen views to jot down thoughts in my journal while I am reading my Kindle book in the background. Hard to believe that Day One still craps out once you hit one full page of content within the app. Once you finish writing a full-page in slide-over or split-screen view, you can no longer see what you are writing because the app stops scrolling with your writing. You are writing “blind” so to speak. It is really hard to believe that this problem still persists after all these years and has frustrated me on more than one occasion. Simple problem - please fix this for the love of all that is good and holy."
latingurrl,11359138836,2024-06-08T15:07:06-07:00,3,"For information on the entries, it keeps saying this: This will capture track information for any music currently playing in the Music App on your device. Try playing some music and tapping this again

I wish there was a way that I could have my Spotify playlist linked up to Day One so that it would sync with what I was listening to at the time while writing my entry. So I thought this option would work however it doesn’t work. I updated the app. I looked at all my settings on my iPhone and it does not work. I don’t know if this is a feature that is not working? I have the premium subscription too so I don’t know why it’s not working. It’s become incredibly annoying.. to try to figure it out."
KFly1,11358603904,2024-06-08T11:37:48-07:00,1,"Dear Day One, I have been a loyal customer for 10+ years now and this is my favorite app that I have. My entire life has been recorded here and that’s really special… but this new main page layout is AWFUL. You removed all color and it’s just boring and ugly. Please please please bring back the old main page!!!"
MMEEEEEEEEEEEEE,11355305016,2024-06-07T15:08:11-07:00,1,"Unable to open my app; froze in middle of last update; went to delete & reinstall; but, seems stuck in an OPEN mode; and, when tried, nothing happens"
liiz7,11355104509,2024-06-07T13:46:16-07:00,5,I don’t like how they took away the underline I was using it a lot but maybe I’m missing it or people don’t use it bummer :/
PandaEyes87,11352473899,2024-06-06T22:10:03-07:00,4,"I know some users aren’t happy about DayOne’s new user update and how the UI looks very different now. It’s understandable that not everyone may like it. Personally, I liked the older UI much better, but am willing to give this new layout a fair try. 

Things might be a bit buggy and wonky while we all try to adapt to this new layout, but I’m sure those other things will be taken care of in time.

 I’ve been searching around for another journal app to use and nothing still comes close to DayOne. In my opinion, this is still the best journaling app out there and as long as they don’t continue to change things that make the app less user friendly and away from the original intentions of the app, I’m still willing to stick with them. 

Even when they do big updates like these that kind of has everyone mad about the change. As long as I try to get used to the change, then I think I will feel better about it later on."
venusamaris,11352062949,2024-06-06T19:04:40-07:00,3,"Updated to add: I do not love this new version. I have been using this app for years now. I always like the touches of color on the screen. Now they have stripped away nearly all the color. Why? It is so sterile and boring, and I honestly do not see the reason for the change. Were people complaining that it was too colorful. I kind of doubt that. Change for the sake of change is always a bad idea. Nothing about this latest update has improved my experience in using it. Learn to leave a good thing alone instead of messing it up in pursuit of a “fresh new look”.

Updated to add: I love the new location function in the latest update, it was just what I was hoping for. The developers are obviously trying hard to be responsive to users. They did not ""abandon iCloud"" here or charge money for an update. This is a NEW VERSION of Day One, and if you want to use it you will have to pay all of $5 - $10 (!), and learn to live with their excellent sync service. If you love the classic Day One, keep using it. It is not going away, or being abandoned. If you want iCloud sync, stick with the Classic version, do not expect this version to meet that need. The developers have done everything possible to communicate the fact that iCloud and Dropbox would not be available in v2, and why. It makes sense to me, and if I really want to keep using iCloud sync I can stick with Day One Classic. I recommend going to the developer website and reading their blog post from a week or so ago, which outlines why the changes and what they see as the benefit of using Day One Sync instead of iCloud. I have used Day One for a few years now, and I have always loved it. Journaling is very important in my life, I have done it since I was a kid and I have boxes of paper journals archived away. The original Day One was my go-to journal from the first day I downloaded it. I was a bit worried about the impending upgrade, I tip my hat to the developers of Day One for doing it right."
Clemfam,11351676167,2024-06-06T16:20:39-07:00,3,Date lookup feature seems to have disappeared. Why all the updates—so much to continually get used to?
Stdartbos,11349951178,2024-06-06T06:25:13-07:00,1,"I have loved this app for 7 years. Makes it so easy to stay on top of journaling. But I have a complaint for the first time ever here. I hate the latest update. Bring back the top bar that shows my streak, entries on this day, etc. Why take that away? It ruins the main interface. I hate it."
K'lyn Paris,11349426160,2024-06-06T03:31:58-07:00,1,"I miss being able to see the different colors for the different journals. Now all the journals are white and almost indistinguishable from each other. Having one icon at the bottom showing a color to indicate a particular journal is awful.

Put the control buttons back at the bottom where they were. They were easier to access and made more sense.

This latest update seems to be “change for change’s sake,” rather than needed functionality improvements."
scott bolsins,11349414179,2024-06-06T03:27:20-07:00,1,"The new layout is absurd, but i can live with that.
Ive used this since 2015 and today i have a sync error and need to enter my ‘encryption key’ WHAT????
So i looked through help and roughly speaking… sorry if you don’t have it tgere is ‘nothing Day One can do’ okay day one, im sire you’ll say its my fault for not ‘writing down ‘ some dumb A key from 8 years ago. 
It is my fault for trusting you. 
The worst paid app experience i ever had. Thanks for wasting entries ive had for 8 years.

I have no idea whats going on at Day Ine with the UI changes, but trust me on this.
Use “the free IOS journal."
ayumi88888,11349095402,2024-06-06T01:10:16-07:00,2,"????????????
?????????? ????????

??????????????????
??????????

??????
?????“??.??.??.??”??????

??????????"
User4813,11348614753,2024-06-05T21:27:33-07:00,1,"Well I’m only 10 mins into writing in this app and already found a major issue. I’m typing some pretty emotional stuff and for whatever reason, I guess a slight movement of my phone, the app tries to go in landscape mode and just shows a completely jacked up display (unusable or distinguishable screen the app is displaying since it glitched out trying to switch the orientation). Nothing makes it go back to normal so I close the app completely and open it back up. And just like that the last few minutes of writing are gone. That might not seem like a big deal but when you’re just pouring into something, it’s coming from the heart, you’re not thinking about remembering what you just typed. Why would you even make the app to do that? How is that even possible? Does your app just “save” every couple minutes? Even something as simple as the Notes app that comes with the phone has never done that - once you type it it’s there regardless of when or how quick you close the app. So right there I just didn’t like the experience and am going to look for another app. Completely throws off the experience and now you can’t even trust the app to do the most basic of things - save what you wrote."
Come back!!!!,11347577390,2024-06-05T14:12:35-07:00,3,"I understand they were trying to do something different but i feel like this poses more problems than benefits for me. moving the hot points of the app, the navigation to the top eliminates one handed use"
Carrie48,11347138651,2024-06-05T11:30:51-07:00,2,"As the title says. I’ve been a user of dayone for 4 years now and have done an entry for every day since I started. I really love the app, however the new UI change is confusing and generally bad — I really enjoyed the old tab where you could see the daily streaks plus the color coded bars helped me know which journal I was in. Also, I have to click in twice to see the “on this day tab” when I’d much prefer it to be fixed above my entries. 

Like many other reviewers mentioned, the book tab seems slightly redundant. I hope the developers will take this feedback in mind. I initially was not going to write in a review, but after seeing others share similar sentiments, I think Dayone should reconsider their layout."
DC12!?,11347114739,2024-06-05T11:22:30-07:00,3,Day One was updated on my iphone this morning. Now the “Done” button doesn’t work so I can’t save any journals. My iPhone decided later in the day that the “Done” button would work
JQKY,11346614696,2024-06-05T08:41:51-07:00,1,"With each update the app is moving toward a 1990s DOS Screen. Keep some color to make it fun to use. It has always been difficult to edit the appearance of June one line. I would like to change a single word to boldface type. Just can’t do it easily. Overall I have enjoyed using the app, but I’m always looking for something better. Wish the original developers could come back. Oh well, that’s progress.

Update 6/5/24

I’ve used the app extensively for the past day.  It had my vote for the “Ugliest App in the App Store 2024”, if that is an anti-reward category.   The developers really love shades of gray and off-whites.  I’m convinced the developers are color blind, so probably I should apologize to them."
Ardneh,11346076420,2024-06-05T06:05:33-07:00,2,"The button (plus sign) for new entries will no longer offer the templates as entry selection alternatives. What happened?

Upd: I have tried your solution numerous times.  It takes me straight to the default template with no options!"
Unforgivnn,11345024270,2024-06-04T23:11:58-07:00,2,"Hello-

Been using Day One Premium for years as a very satisfied (paying) customer.

That said, I have to echo many others. The new UI is absolutely awful. The new “book” view requires extra clicks to get to stats that used to be at the top of the list view. It is a waste of space and is completely unnecessary.

There was no problem with the previous UI and this feels like change for the sake of change to try to give the perception of “staying fresh”. As a software developer myself, this is one of the worst things I see other developers do.

After years of paying for Day One, I genuinely find myself considering finding an alternative. Rather than responding with “we are here to help you through the changes”, PLEASE listen to your customers and bring back the previous UI. I don’t need your “help”. I have figured out how to use the new UI and have quickly concluded that I hate it."
RevanRem,11344614904,2024-06-04T20:01:04-07:00,1,"Latest update crashes the app when a journal is open and switches from portrait to landscape mode and then back to portrait.  Keyboard stays in landscape and minimizing and reopening the app doesn’t fix the issue and crashes.

I have to close the app entirely and reopen and keep the app in portrait only to prevent crashing during note taking.

Overall despite this love the app and have for many years. I assume the problem will eventually be resolved but will give a one star to draw attention to issue."
heykellies,11344489346,2024-06-04T19:08:07-07:00,3,"I love DayOne and have used it since 2013. What was wrong with the old layout? Now it’s cramped up to the top and much less informative at a glance. I liked being able to see the numbers, like where my streak is at, without having to tap to open another menu, and it was much more visually appealing when there was some room to breathe at the top. Would be nice to have the option to go back to the previous layout. There doesn’t seem to be any value add to this new change in looks."
jdn117,11344082213,2024-06-04T16:16:25-07:00,1,"Dev removed the selling feature of this app - making an offline, personal Instagram style photo journal - by putting a big menu bar over the photos. Then they respond to the complaint saying “we know adapting to change is hard”. Do not gaslight me. I have used this app for four years and I loved it. You need some customer service training. Do not trust these people to have any continuation of product. A journal app is a personal investment. They broke trust."
mrapplemacfreak,11343687657,2024-06-04T13:32:58-07:00,4,"I use this app for everything to keep myself organized. Recently though, I noticed a glitch where my journal entry lists are highlighted in the very unattractive yellow color at times, even though those were not highlighted by me, nor do they look highlighted when I open the individual entry. 

I also really miss the color bar at the top of each journal entry, so that you could see the journal in which you were writing. Now all individual entries look the same, regardless of which journal you are using so easy to mistake one journal for another. Can you please bring back the style, prior to the update, and can you please give us a prettier color to highlight with, such as a light yellow, green, pink, or blue, instead of mustard yellow?"
Minglicn,11340400810,2024-06-03T16:23:42-07:00,2,????????????????????????????Day one???????????????????????????????????????????????
Kevin 72638393,11340246942,2024-06-03T15:16:38-07:00,1,"May 2024 UPDATE: They decided to totally change the UI. Yet again. It looks nothing like the award winning app of old, and they’re removing functionality (like you can’t see your sync status on the home screen anymore - arguably one of the most important functions of the app). The decline continues. I’m preparing to go to another journal service soon. I had high hopes but it’s clear Automatic is drastically changing things. This isn’t the Day One we all knew and loved. ANOTHER UPDATE: April 2024. Syncing is now a disaster. I’ve been down on multiple devices and despite half a dozen emails and tons of log files, support has no idea. What happened to you, Day One ?!?! Curse you, Automatic Inc, for the decline of what was once a shining example of a customer focused app with rock solid support. You are hastening people’s move off the platform. I WANT to use the app but every month there’s a new issue. Bugs are popping up all over. UPDATED AFTER DEVELOPER RESPONSE, 8/16/23: Nope, they're actually wrong. I'm a developer myself - you have a bug in your app. The exact commands referenced puts you in the same looped workflow of documentation and never opens the email client. And the revamped timeline still looks awful. I'm looking at alternative journal solutions - like Apple Journal or Bear Notes. Day One has gone backwards. UPDATED 8/1/23: They are making changes, and not for the better. Dropped from 3 stars to 2. They totally borked the time line view now - increasing the front size and adding useless data, so now you can only see like 3-4 entries at a time with lots of wasted space. Journal apps don't need constant UI changes. In fact - it's a problem. Journaling is a routine oriented task - and millions have adopted the Day One workflow. Changing it for no tangible benefit is crazy, and has me looking at Bear Notes and other alternatives. Who is driving these feature changes over there? It's getting worse... Oh - and despite being a premium user - you actually cannot contact support anymore! Their own documentation directs you to an area of the app that seems changed - it just redirects to old, outdated documentation instead of directing to an email message client. Yikes. If you are considering Day One as a newbie, consider something else. This app is not the clear winner it used to be. Fixes no one asked for, while user-favorite features (cough cough web app) are in perpetual Beta. OLD Review: The iOS app is great, but the application itself is severely lacking due to the recent, quiet, abandonment of their web browser app. They were working on it, and there was a highly anticipated beta - but it’s been shutdown and abandoned (they say temporarily, but it doesn’t look like it - they wouldn’t shut access down entirely if really temporary). There is currently no way to access any part of your journal on a windows desktop browser. So - the app is good, but it’s tedious in daily life as you can’t easily get items from your desktop into your journal."
@Magnuson,11339926387,2024-06-03T13:07:18-07:00,1,Day One has so many bugs and design deficiencies that there’s enough material for me to design a book. It is impossible to use this app without running into serious problems.
GrouchyTowhead,11338738466,2024-06-03T06:44:59-07:00,1,"They changed the interface and there no longer appears to be a way to use my custom templates.  The long press on the plus button no longer works.

They regularly ship major bugs like this and its frustrating. It’s unfortunate amazon bought them. I’m just going to give up and find another app."
Jake Sp,11336210484,2024-06-02T13:05:55-07:00,1,"June 2024: This WAS the best app I had ever used, and I’ve used it religiously since 2018 …..and now they went and change the entire layout ?? and I have to find a new app and I’m ready to give up because my entire life was in that journal because I am disabled and I have cognitive and memory issues, and now you’ve changed everything and pulled the entire rug out from under under me. And then when I look at your social media and I see that so many people like me are angry about this so I complained to you and I get the response essentially “sorry no one likes it but you’re all screwed.”
I’ve lost all faith in these people and this app. And now I’ve lost six years of my life."
chemium3,11336169957,2024-06-02T12:50:22-07:00,2,"The home screen doesn’t need to change. With this new home screen design, I have to reach all the way to the top of the screen to get to what I can easily reach with the bottom bar. This is to change for the change’s sake."
Doc Grun,11335233339,2024-06-02T07:42:50-07:00,1,"The new layout for the iPad app fundamentally changed how you work with the app and adds unnecessary extra clicks to see journals and past entries, like “On this day.”  Additionally, I used Apple Pencil and Scribble to write my entries so that I didn’t have to type and now the app no longer works well with that functionality. It’s led to a frustrating journaling experience that is supposed to be an enjoyable and calming part of my day. I reached out to support and got an AI chat bot response. I will likely be canceling my subscription to this app and looking for another app from a different developer. Sad and frustrated since this app was awesome before they decided to change it."
antevante08,11333758892,2024-06-01T22:37:40-07:00,1,Switching between portrait and landscape typing crashes the app. The new layout has less information and is buggy overall. It doesn’t save what you type anymore either. Hoping this is just temporary.
james 2 2,11327661807,2024-05-31T07:51:48-07:00,5,"Very fishy. They shield all communications with a bot instead of a help desk. When I try to delete my account, it says error Forbidden. I will dispute all charges from them!!

I did finally get a response from human beings at Day One, once I bypassed the bots. They did cancel my auto renew. It is a great app. If I go back to it, I would like to be able to see my subscription via Apple Subscription section for peace of mind and ease of cancellation. Thanks"
diana dasilva,11323932172,2024-05-30T07:14:38-07:00,5,I really enjoy writing my throats in here ??
knotagraphicdesigner,11322824231,2024-05-30T00:25:34-07:00,5,I’ve had this app for about 5 years now and so grateful! I do journal by hand but when my journal is not around this app lets me let it out. I also love that I can save pictures that I can’t do in my paper journal. I enjoy being able to read the entries from the past. Let’s me know when I’m still being stagnant in old behaviors and habits and let’s me know when I’ve grown from those old behaviors and habits. This app has definitely helped me save and heal myself!!
brandi_1986,11322455216,2024-05-29T21:30:44-07:00,5,"As a long time user of the day one app, I absolutely love the app! I use it for not only the daily prompts but also for writing my stories. It’s soo easy to use. I only could complain about the price of the yearly subscription but for what I use it for it’s worth the $35/year. Forever a fan!!!"
?????,11320651874,2024-05-29T09:25:14-07:00,2,??????????“?????“?”????????????
SteveInWeston,11319476732,2024-05-29T03:01:03-07:00,5,I enjoy tracking what I do and my thoughts. As I get older it’s a way for me to track my past.  I love being reminded of what I did on this day in years past.
Casa7361,11318446650,2024-05-28T19:19:58-07:00,5,"I ?? this app don’t have to worry about anyone seeing your thoughts, has it own security, you can use Face Recognition on iPhone. Highly recommend this app for anyone who loves journaling."
Pasaule,11317551865,2024-05-28T13:00:24-07:00,1,"I’ve loved One Day but today new layout is too much and too soon. 

Design is a matter of taste. I don’t like it but perhaps other will love it. But some of the design decisions seems at least strange - who needs the book tab under which there is almost nothing actionable. 

But lack of functionality and plenty of bugs is unforgivable. Who needs the calendar when there is no opportunity to move fast to other date. Search is not working correctly. 

I don’t understand who decided to deploy ugly, not properly tested app. 

Very sad :(."
laughingpenguins,11317231520,2024-05-28T11:01:12-07:00,1,Very bland. The journal colors should be more prominent than just mildly tinting the buttons.
Maui Kid,11316343927,2024-05-28T06:12:46-07:00,5,This has been the best journaling app for me over the last 10+ years. Very reliable and super simple to use. The new update looks fantastic and is way easier to use with some nice features. ??????????
fanofssb,11314082939,2024-05-27T13:29:14-07:00,5,"My problem was solved and I am back using Day One. 

I had previously given Day One a one star due to the fact the app was frozen. Several days the app icon was overlaid with the download progress widget and it would not open. It was also frozen on the App Store. The open option on the store did not work.  That problem was resolved by deleting the app through iPhone settings. That allowed the App Store to download a new copy of the app.

Since my encryption key was saved in the iCloud, the new download works great and all my journal entries are intact.

I give it 5 stars for now."
Sexyspicygrrl,11311785577,2024-05-26T23:21:49-07:00,5,I needed to this everyday! But too busy lol I think I have this for 3 or 4 yrs I got only 73 and one streak oh well I do not go in public I’m very private so I don’t know lol anyway love “Day One”
HeatherMarch,11311037437,2024-05-26T17:24:59-07:00,5,I’ve documented our family’s adventures for several years and print an annual journal. All of my kids read through to me consistently and they love it! I love the weekly reminder to document our family memories. I print using the app and the quality is incredible at an affordable cost!
Dammydamdam,11309869157,2024-05-26T09:38:06-07:00,5,"I really love this app. It’s so sacred to me.
However, it’d be really nice to have options for various font colors, and highlight colors as well. 
It’s definitely going to make journaling more enjoyable. 
Thank you for considering this."
cbt7676,11301031489,2024-05-24T01:48:49-07:00,1,"I have used this app for journaling for some time. Recently, it tried to update and after a day of it trying to do so, and not being available. I tried to stop it by removing from my home screen. Now I cannot reload it or open my entries. I have quite a few entries that are no longer accessible. I am very disappointed to lose what I have entered."
TiaSuzanne,11300347628,2024-05-23T20:26:39-07:00,5,"I’ve been using Day One for over five years. I have a premium subscription which I think is affordable at 24.99 a year. I have at least a dozen journals and use half of them regularly. I keep a diary, a work journal, and a health journal among others. I don’t use the text or email entry features, I find it easy enough to open the app and tap the journal I need. 

There are so many more ways I could be using this app, but I am satisfied with the basic functionality of journal access on the fly. I have had reminders set up for morning and evening, but I find that I just ignore them. I love this app most for jotting down in the moment thoughts and feelings, unloading after a hard day at work, drafting letters and memos, capturing career/work ideas, snapping pics of meaningful moments on hikes, and as a place to record  health information (I snap pics of after-visit notes from doctors). 

I love the flashback feature that reminds me of entries from past years."
ForeverUppity,11299758282,2024-05-23T16:06:39-07:00,5,I’ve had this app since 2014 and I’ve seen a lot of change and to say I’m happy is an understatement. Truly.
Triforcegod4713,11299644711,2024-05-23T15:17:05-07:00,3,"The only available option for this application is a subscription; a permanent purchase option is not offered. The restrictions imposed seem designed to encourage subscription. If you find this acceptable, then this app may be for you. Regardless of the quality of the deal, many users are reluctant to invest in a subscription-based service."
AvianoITA,11298947895,2024-05-23T10:41:43-07:00,5,"I can’t image a better journaling app and will stay with DayOne forever.  

However, I’d like to see them continue to improve it, even if they label it Advanced or Super Premium… and have to charge more.

I’d like to see a LOT more formatting and editing features.  I’d like to see advanced notation abilities.  

I’d like to see a Grammarly based system for auto grammar, spelling and punctuation.  

I’d like to see a suite of dictionaries that cover synonyms, Thesaurus, other languages… and an easy way to call up the one the user needs.

I’d like to see the Underline come back.  

I’d like to see an array of user chosen highlighters from a color wheel.

The book mark is great, and the ability to word search is very good, but I’d like the ability to narrow down the word/quote search in a more refined way.  I usually forget the word that I want to recall.  I also ask myself something like, “When did I write about such and such?” and don’t remember a single descriptive thing about the entry.

The bottom like is that I will stick with Day One even if it never changes, but advancing Day One is something that I would be very excited about.   Also, the Staff is way above and beyond any other of my 300 other apps."
push button for,11296537129,2024-05-22T18:45:55-07:00,5,"I love this app. It’s exactly what a journal app should be: simple, local, private, exportable, distraction free, with bloat, no ads, no in app purchases, and no extra subscriptions required aside from the app itself—well worth the price as I document my children’s lives."
tpg1228,11295960622,2024-05-22T14:22:09-07:00,5,Day One has given me the opportunity to put my life journey in writing and leave it for my family to view.
MacLover12,11292864017,2024-05-21T17:35:41-07:00,5,"I love this app because of all its features. I wish the membership fee was lower. However, I just use it on my phone and not across devices. I love the feedback you get for continuously journaling. I like that you can have your own password for day one and it not be your phone password. I like that extra layer of security. The widget is cool and so are the suggestions. One day I may pay for the subscription but for now the free version gets the job done. (You have to pay for luxury which I understand)."
RYNSB,11292373932,2024-05-21T13:51:18-07:00,3,Even though you pay a premium price every year you are limited to a five minute video. This is absurd. I’m not asking for unlimited video durations but five minutes is just too stingy. I wish I had known about this limitation before committing for a full year. Lesson learned.
bambiBracy,11286287887,2024-05-19T20:57:43-07:00,5,"I love this app, its great the interface is amazing I think for my first digital journal this was a great choice. i have the free Version and I am sooo satisfied with it, download and enjoy !!!"
Matt7256,11285524022,2024-05-19T14:53:37-07:00,5,"Day one is amazing, it keeps all of my journals securely on my phone and I can also type across my devices, definitely reccomend."
Qubefitness,11285122504,2024-05-19T12:05:08-07:00,5,Very good idea to have a free Journal on your phone best app to use I have been using this for 2 years now and no problems.
Charlie rantham,11281588978,2024-05-18T12:43:15-07:00,5,The best journal app ever
vikrktbrne,11280688894,2024-05-18T07:45:52-07:00,5,"Easy to use and view! Love it! Documenting kids daily progress/activities/life and it is an enjoyable experience to scroll through the days gone by!

Feedback- The “purchase a journal” experience needs to be better.  Struggled and gave up!"
Contrarian Aquarian,11280436820,2024-05-18T06:34:47-07:00,5,"Sporadic thoughts, and reflection."
translucentiam,11278994264,2024-05-17T20:48:21-07:00,5,Favorite app. cannot live without
D-Abby,11277175250,2024-05-17T08:24:10-07:00,5,"Never mind. An update became available shortly after posting this and fixed it. Thank you. 

I use the view pdf option a lot on Day One. Since the last update, when I tap to view an entry in pdf, it shuts the app down. I tried rebooting to no avail. Suggestions?"
OGQ12,11271612251,2024-05-15T17:06:14-07:00,5,"I use it every day. Storing photos is very useful. It helps me manage my life at a deeper level. Nothing important is forgotten or missed. I highly recommend DayOne. I would give it 6 stars if I could Eric M.

It helps me keep up with my life. Nothing is more important than that."
Kleis Sarah,11265989876,2024-05-14T03:52:24-07:00,5,"I have used and changed so many time in a year when it comes to journaling and documenting my concerns and fears. I believe that there is a lot of areas that can be addressed when journaling and so far, Day One has nailed all areas. It is an amazing program and though it has only been 5 days. I do feel as though this will be something I stick with. I typically use journaling to get through issues or concerns, and sometimes huge emotional challenges. Once I write them out I tend to stop journaling, but with Day On, I feel that the templates for added discussions as well as the daily question or prompt, will help me stay a head of the emotional black hole I end up in."
Gomzy12,11263615948,2024-05-13T10:05:06-07:00,5,"Dayone is a great option for a reliable private diary with ease of jotting down your thoughts or ideas and ease of info look up. Love that it has iPhone shortcuts to directly record audio and transcribe in one click. SMS into journal is also a good idea. 

Would love to see transcribe option or audio to text from Apple Watch rather than just have audio recording option from Apple Watch. Day one has great photo and video storage option but can’t be a replacement for Google photos yet. I would love to see advancements where I could ditch Google photos for Dayone. I know I am trying to have all in one but if this could have OCR from images and handwriting search then nothing can beat it. Hope to see at least some of the suggestions implemented."
Dillard68,11261159384,2024-05-12T16:52:04-07:00,5,I love writing on my journal
ajr1437,11256269332,2024-05-11T09:21:28-07:00,5,"I have used this app for something like seven years or more now and could not be more happy with it! It has a very nice and well laid out U/I easy intuitive as well. I feel like a lot of features that I have appeared an apples own journaling app we’re inspired directly from Day One, but they won still out and is the best by far in my opinion!"
sandymg,11250651382,2024-05-09T19:15:49-07:00,5,Even free this journal does as expected. Highly recommend.
Mah Jongg Mommy,11249543596,2024-05-09T11:16:15-07:00,4,"This app is fantastic! I use it for quite a few things. 
I use it for regular journal.
I have 17 chronic diseases and I use it as a daily symptom tracker. 
**Here’s where the app could improve: I have created a few symbols which I saved to my photo library. Example, one is a bright lightening bolt for bad neuropathy days. Unfortunately, because I have already used this photograph on the day it was created, DAY ONE won’t permit me to use it multiple times so I can see it as the main image on the calendar. 
I want to see these symbols I have created so when I visit with one of my physicians, I am able to pull up the calendar to see how often I was having symptoms for a particular disease. 
Perhaps Day One could create actual symbols / sticker / feelings face, to add to actual calendar… for example if I was glancing at the month, even though there is a photograph of my dog, I could add a symbol to acknowledge something medical related. 
A ""+"" symbol on each day of the calendar would allow a person to add a necessary symbol (pretty much almost any emoji that is currently available on the keyboard would suffice). 
Users need a way to put something visible on the view of the monthly calendar so they can refer back to a specific day and not have to search through every entry to find what they were looking at. 
One symbol I made is ""HEALTH UPDATE"" it’s purple and turquoise. It takes the place of a personal photograph. However, because I created it January 3, 2024… Day One says I already used that photograph and I am not able to override it and use it again and again anytime I choose. 
*App should permit people to freely use the same photo as often as they choose… it’s their choice!
Otherwise… love the app!"
Carl12538,11248856901,2024-05-09T07:19:20-07:00,5,This is a fantastic app - it works so well across all my devices because I upgraded to pro
tungsten king,11245754537,2024-05-08T09:09:36-07:00,5,I’m using the free version and I find it pretty awesome. I like the app. I like the design. I like the templates and the format options. I wouldn’t mind paying the developers a buck or two a month for this free version just to support the good product that it is. but I don’t need enough to pay for the upgrade.
Banks028,11245123472,2024-05-08T05:39:21-07:00,1,I’m tired of this app. Why can’t my audio be downloaded after reinstalling it? It’s saying no audio found. Attempting to load audio.
NYC Old Soul,11243913533,2024-05-07T20:43:18-07:00,5,So easy to keep a record of my thoughts and life
GameChangerFanAndrew,11243446024,2024-05-07T17:09:36-07:00,4,"I haven’t used this app for long, but I like it so far. Only complaints are not being able to underlined writing and if you accidentally click the Bitmoji’s icon (if you have the app) while writing it completely breaks the app, and you need to force restart the device because simply closing and swiping out of the app won’t reset it into working again"
Ty1115555777,11243425534,2024-05-07T17:00:11-07:00,4,"I originally gave this two stars because there has been a bug with the iOS app that prevented you from typing. Their latest update fixed that so I am upping this to four stars. Using Day One is my first experience journaling, and it has been great on my macbook. I will consider changing this to five stars if the iOS app is bug free for a few months."
